year,quarter,month,location,beverage_group,tax,price,under_report
2013,1,1,Berkeley,milk,Non-taxed,5.417324121833068,
2013,1,1,Berkeley,milk,Non-taxed,5.629727388396605,
2013,1,1,Non-Berkeley,milk,Non-taxed,5.431101777399021,
2013,1,1,Non-Berkeley,milk,Non-taxed,5.281386428098392,
2013,1,1,Non-Berkeley,milk,Non-taxed,5.378557415753903,
2013,1,2,Berkeley,soda,Non-taxed,6.024880153484224,
2013,1,2,Non-Berkeley,soda,Non-taxed,3.290372106016549,
2013,1,2,Non-Berkeley,soda,Non-taxed,3.999381475763907,
2013,1,2,Berkeley,soda,Taxed,4.063226079496032,
2013,1,2,Non-Berkeley,soda,Taxed,3.481937925462412,
2013,1,2,Non-Berkeley,soda,Taxed,4.163486910843418,
2013,1,2,Berkeley,fruit drinks/flavored waters,Non-taxed,4.078772227886535,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.106121214903343,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.802880749475531,
2013,1,2,Berkeley,fruit drinks/flavored waters,Taxed,3.039205741847699,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Taxed,2.971956306892505,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.149701459151802,
2013,1,2,Berkeley,milk substitutes,Non-taxed,5.744535029554864,
2013,1,2,Non-Berkeley,milk substitutes,Non-taxed,4.942128005110923,
2013,1,2,Non-Berkeley,milk substitutes,Non-taxed,6.057850262107427,
2013,1,2,Berkeley,milk substitutes,Taxed,4.957173776660832,
2013,1,2,Non-Berkeley,milk substitutes,Taxed,5.031722278990427,
2013,1,2,Non-Berkeley,milk substitutes,Taxed,5.556376552869681,
2013,1,2,Berkeley,water,Non-taxed,.8893836851696243,
2013,1,2,Non-Berkeley,water,Non-taxed,.8575984161262932,
2013,1,2,Non-Berkeley,water,Non-taxed,.9360626764235018,
2013,1,2,Berkeley,milk,Non-taxed,2.617159244802399,
2013,1,2,Non-Berkeley,milk,Non-taxed,2.566618972083432,
2013,1,2,Non-Berkeley,milk,Non-taxed,2.459652599825078,
2013,1,2,Berkeley,soda,Non-taxed,4.752811315574711,
2013,1,2,Berkeley,soda,Non-taxed,4.994284605904304,
2013,1,2,Non-Berkeley,soda,Non-taxed,5.048863344784079,
2013,1,2,Non-Berkeley,soda,Non-taxed,5.60008571447618,
2013,1,2,Non-Berkeley,soda,Non-taxed,5.049544732519978,
2013,1,2,Berkeley,soda,Taxed,9.489984419365232,
2013,1,2,Berkeley,soda,Taxed,10.03898818124352,
2013,1,2,Non-Berkeley,soda,Taxed,9.56225022520511,
2013,1,2,Non-Berkeley,soda,Taxed,8.961242267590658,
2013,1,2,Non-Berkeley,soda,Taxed,10.21835781759473,
2013,1,2,Berkeley,fruit drinks/flavored waters,Non-taxed,11.23144033858309,
2013,1,2,Berkeley,fruit drinks/flavored waters,Non-taxed,11.02534129309616,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.87765949679323,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.66999714479407,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.81109501434554,
2013,1,2,Berkeley,fruit drinks/flavored waters,Taxed,11.27782174562145,
2013,1,2,Berkeley,fruit drinks/flavored waters,Taxed,11.39390420168694,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Taxed,11.48594676828747,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.817311268947085,
2013,1,2,Non-Berkeley,fruit drinks/flavored waters,Taxed,11.42673696856603,
2013,1,2,Berkeley,milk substitutes,Non-taxed,9.266358894095797,
2013,1,2,Berkeley,milk substitutes,Non-taxed,9.585530329702019,
2013,1,2,Non-Berkeley,milk substitutes,Non-taxed,9.222828189830993,
2013,1,2,Non-Berkeley,milk substitutes,Non-taxed,9.30608505090054,
2013,1,2,Non-Berkeley,milk substitutes,Non-taxed,9.731392289010772,
2013,1,2,Berkeley,milk substitutes,Taxed,11.355638028935,
2013,1,2,Berkeley,milk substitutes,Taxed,12.27520582786489,
2013,1,2,Non-Berkeley,milk substitutes,Taxed,11.85164463024848,
2013,1,2,Non-Berkeley,milk substitutes,Taxed,13.62996007581978,
2013,1,2,Non-Berkeley,milk substitutes,Taxed,11.40452368056572,
2013,1,2,Berkeley,water,Non-taxed,2.912415980094244,
2013,1,2,Berkeley,water,Non-taxed,2.810299374803213,
2013,1,2,Non-Berkeley,water,Non-taxed,2.375240039905397,
2013,1,2,Non-Berkeley,water,Non-taxed,2.184829856801965,
2013,1,2,Non-Berkeley,water,Non-taxed,2.890918845742337,
2013,1,2,Berkeley,milk,Non-taxed,5.453416580544786,
2013,1,2,Berkeley,milk,Non-taxed,5.710395358433814,
2013,1,2,Non-Berkeley,milk,Non-taxed,5.491045564516691,
2013,1,2,Non-Berkeley,milk,Non-taxed,5.346041535297556,
2013,1,2,Non-Berkeley,milk,Non-taxed,5.472286087566017,
2013,1,3,Berkeley,soda,Non-taxed,5.551394508203227,
2013,1,3,Non-Berkeley,soda,Non-taxed,3.221672858298274,
2013,1,3,Non-Berkeley,soda,Non-taxed,4.692381019947492,
2013,1,3,Berkeley,soda,Taxed,4.048084873962641,
2013,1,3,Non-Berkeley,soda,Taxed,3.551690566303907,
2013,1,3,Non-Berkeley,soda,Taxed,4.653856968173135,
2013,1,3,Berkeley,fruit drinks/flavored waters,Non-taxed,4.479307867411934,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.305177054890073,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.504753761053856,
2013,1,3,Berkeley,fruit drinks/flavored waters,Taxed,3.026367395565581,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.011303710363744,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.036920014013498,
2013,1,3,Berkeley,milk substitutes,Non-taxed,4.982150008255598,
2013,1,3,Non-Berkeley,milk substitutes,Non-taxed,4.636370045380003,
2013,1,3,Non-Berkeley,milk substitutes,Non-taxed,5.825443104567268,
2013,1,3,Berkeley,milk substitutes,Taxed,4.78155227760378,
2013,1,3,Non-Berkeley,milk substitutes,Taxed,4.915621510626314,
2013,1,3,Non-Berkeley,milk substitutes,Taxed,4.645376705240267,
2013,1,3,Berkeley,water,Non-taxed,.9499762274173653,
2013,1,3,Non-Berkeley,water,Non-taxed,.8697916701210991,
2013,1,3,Non-Berkeley,water,Non-taxed,.9173818634019626,
2013,1,3,Berkeley,milk,Non-taxed,2.623670458499542,
2013,1,3,Non-Berkeley,milk,Non-taxed,2.570447529093145,
2013,1,3,Non-Berkeley,milk,Non-taxed,2.460911400705298,
2013,1,3,Berkeley,soda,Non-taxed,5.132103150538435,
2013,1,3,Berkeley,soda,Non-taxed,5.494606077070952,
2013,1,3,Non-Berkeley,soda,Non-taxed,5.088430181909035,
2013,1,3,Non-Berkeley,soda,Non-taxed,5.763868789679321,
2013,1,3,Non-Berkeley,soda,Non-taxed,5.141839711632417,
2013,1,3,Berkeley,soda,Taxed,9.659964005990785,
2013,1,3,Berkeley,soda,Taxed,9.880171839815153,
2013,1,3,Non-Berkeley,soda,Taxed,10.05977380101405,
2013,1,3,Non-Berkeley,soda,Taxed,8.977802327940513,
2013,1,3,Non-Berkeley,soda,Taxed,10.6602079609678,
2013,1,3,Berkeley,fruit drinks/flavored waters,Non-taxed,11.39573206936841,
2013,1,3,Berkeley,fruit drinks/flavored waters,Non-taxed,10.94992117819595,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.08961081867199,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.35799260327197,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.60622193719307,
2013,1,3,Berkeley,fruit drinks/flavored waters,Taxed,11.24807535920561,
2013,1,3,Berkeley,fruit drinks/flavored waters,Taxed,11.23079381078162,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Taxed,11.07366460614109,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.568094857631122,
2013,1,3,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.58025052535611,
2013,1,3,Berkeley,milk substitutes,Non-taxed,9.325484409113328,
2013,1,3,Berkeley,milk substitutes,Non-taxed,9.625363950146458,
2013,1,3,Non-Berkeley,milk substitutes,Non-taxed,9.288207290221628,
2013,1,3,Non-Berkeley,milk substitutes,Non-taxed,9.579173756917269,
2013,1,3,Non-Berkeley,milk substitutes,Non-taxed,9.775749919150419,
2013,1,3,Berkeley,milk substitutes,Taxed,12.55930561093392,
2013,1,3,Berkeley,milk substitutes,Taxed,12.96990146305622,
2013,1,3,Non-Berkeley,milk substitutes,Taxed,12.01761486291713,
2013,1,3,Non-Berkeley,milk substitutes,Taxed,14.21014926843511,
2013,1,3,Non-Berkeley,milk substitutes,Taxed,11.84075878106083,
2013,1,3,Berkeley,water,Non-taxed,3.018389101424761,
2013,1,3,Berkeley,water,Non-taxed,3.009744875550275,
2013,1,3,Non-Berkeley,water,Non-taxed,2.382574429298009,
2013,1,3,Non-Berkeley,water,Non-taxed,2.025518381411528,
2013,1,3,Non-Berkeley,water,Non-taxed,3.11182624112466,
2013,1,3,Berkeley,milk,Non-taxed,5.548650625392914,
2013,1,3,Berkeley,milk,Non-taxed,5.787268328340898,
2013,1,3,Non-Berkeley,milk,Non-taxed,5.53933835751124,
2013,1,3,Non-Berkeley,milk,Non-taxed,5.372007146657509,
2013,1,3,Non-Berkeley,milk,Non-taxed,5.486116876096512,
2013,2,4,Berkeley,soda,Non-taxed,5.961706261973721,
2013,2,4,Non-Berkeley,soda,Non-taxed,7.100699096605682,
2013,2,4,Non-Berkeley,soda,Non-taxed,4.775046010346456,
2013,2,4,Berkeley,soda,Taxed,3.9294603029913,
2013,2,4,Non-Berkeley,soda,Taxed,3.292500241475194,
2013,2,4,Non-Berkeley,soda,Taxed,4.447784748833576,
2013,2,4,Berkeley,fruit drinks/flavored waters,Non-taxed,4.093811975661529,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.053096405633943,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.125306818424303,
2013,2,4,Berkeley,fruit drinks/flavored waters,Taxed,3.233751656886588,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Taxed,2.836459989124029,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.101294444320952,
2013,2,4,Berkeley,milk substitutes,Non-taxed,5.376709725387506,
2013,2,4,Non-Berkeley,milk substitutes,Non-taxed,4.928644021142052,
2013,2,4,Non-Berkeley,milk substitutes,Non-taxed,5.917132828027333,
2013,2,4,Berkeley,milk substitutes,Taxed,4.494272077145743,
2013,2,4,Non-Berkeley,milk substitutes,Taxed,4.309570017774051,
2013,2,4,Non-Berkeley,milk substitutes,Taxed,4.297755026190942,
2013,2,4,Berkeley,water,Non-taxed,.9649896191461067,
2013,2,4,Non-Berkeley,water,Non-taxed,.8864997140805453,
2013,2,4,Non-Berkeley,water,Non-taxed,1.04375062749424,
2013,2,4,Berkeley,milk,Non-taxed,2.622580158082622,
2013,2,4,Non-Berkeley,milk,Non-taxed,2.589477104144625,
2013,2,4,Non-Berkeley,milk,Non-taxed,2.48342359434848,
2013,2,4,Berkeley,soda,Non-taxed,5.110523620605978,
2013,2,4,Berkeley,soda,Non-taxed,5.324836038814904,
2013,2,4,Non-Berkeley,soda,Non-taxed,5.369335512270838,
2013,2,4,Non-Berkeley,soda,Non-taxed,5.612245445427865,
2013,2,4,Non-Berkeley,soda,Non-taxed,5.171803193419568,
2013,2,4,Berkeley,soda,Taxed,10.47636625145853,
2013,2,4,Berkeley,soda,Taxed,10.20094021405668,
2013,2,4,Non-Berkeley,soda,Taxed,10.53823762865145,
2013,2,4,Non-Berkeley,soda,Taxed,9.593183505522529,
2013,2,4,Non-Berkeley,soda,Taxed,10.50720414833284,
2013,2,4,Berkeley,fruit drinks/flavored waters,Non-taxed,11.42898357139156,
2013,2,4,Berkeley,fruit drinks/flavored waters,Non-taxed,11.12168577680177,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.08776885183664,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.82444512110803,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.85510603293227,
2013,2,4,Berkeley,fruit drinks/flavored waters,Taxed,11.00591374984861,
2013,2,4,Berkeley,fruit drinks/flavored waters,Taxed,11.58604140905182,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Taxed,11.2845418437161,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.658530991608751,
2013,2,4,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.50881562729681,
2013,2,4,Berkeley,milk substitutes,Non-taxed,9.258739425848354,
2013,2,4,Berkeley,milk substitutes,Non-taxed,9.746197226365682,
2013,2,4,Non-Berkeley,milk substitutes,Non-taxed,9.584961921883616,
2013,2,4,Non-Berkeley,milk substitutes,Non-taxed,9.605087430194807,
2013,2,4,Non-Berkeley,milk substitutes,Non-taxed,10.38976700724652,
2013,2,4,Berkeley,milk substitutes,Taxed,12.16528114615151,
2013,2,4,Berkeley,milk substitutes,Taxed,14.10664364943377,
2013,2,4,Non-Berkeley,milk substitutes,Taxed,12.65339665689599,
2013,2,4,Non-Berkeley,milk substitutes,Taxed,15.38196910695507,
2013,2,4,Non-Berkeley,milk substitutes,Taxed,11.28546038450947,
2013,2,4,Berkeley,water,Non-taxed,2.850914344077773,
2013,2,4,Berkeley,water,Non-taxed,2.976944697540947,
2013,2,4,Non-Berkeley,water,Non-taxed,2.350655423428038,
2013,2,4,Non-Berkeley,water,Non-taxed,2.139708051129865,
2013,2,4,Non-Berkeley,water,Non-taxed,3.067606237965308,
2013,2,4,Berkeley,milk,Non-taxed,5.402435039291603,
2013,2,4,Berkeley,milk,Non-taxed,5.634079148301655,
2013,2,4,Non-Berkeley,milk,Non-taxed,5.420824186294422,
2013,2,4,Non-Berkeley,milk,Non-taxed,5.312201430729681,
2013,2,4,Non-Berkeley,milk,Non-taxed,5.391894420421379,
2013,2,5,Berkeley,soda,Non-taxed,4.578113391174289,
2013,2,5,Non-Berkeley,soda,Non-taxed,5.396492638495952,
2013,2,5,Non-Berkeley,soda,Non-taxed,5.337215865554835,
2013,2,5,Non-Berkeley,soda,Non-taxed,4.275303650558273,
2013,2,5,Berkeley,soda,Taxed,4.737482358371682,
2013,2,5,Non-Berkeley,soda,Taxed,3.512605549357498,
2013,2,5,Non-Berkeley,soda,Taxed,5.489284336202155,
2013,2,5,Non-Berkeley,soda,Taxed,4.919820508171739,
2013,2,5,Berkeley,fruit drinks/flavored waters,Non-taxed,4.403871215397165,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.193741141223032,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.235482724191598,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,4.420367999920486,
2013,2,5,Berkeley,fruit drinks/flavored waters,Taxed,3.23591844553803,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Taxed,2.915505744639006,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.270396326270571,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.264475917789676,
2013,2,5,Berkeley,milk substitutes,Non-taxed,5.540181154139928,
2013,2,5,Non-Berkeley,milk substitutes,Non-taxed,4.562947513750022,
2013,2,5,Non-Berkeley,milk substitutes,Non-taxed,5.724601716374528,
2013,2,5,Non-Berkeley,milk substitutes,Non-taxed,5.474427063257797,
2013,2,5,Berkeley,milk substitutes,Taxed,4.36207024428326,
2013,2,5,Non-Berkeley,milk substitutes,Taxed,4.803086181827154,
2013,2,5,Non-Berkeley,milk substitutes,Taxed,5.059504058829956,
2013,2,5,Non-Berkeley,milk substitutes,Taxed,4.756516108448573,
2013,2,5,Berkeley,water,Non-taxed,.9112314399842601,
2013,2,5,Non-Berkeley,water,Non-taxed,.879343863238383,
2013,2,5,Non-Berkeley,water,Non-taxed,.9851819804842117,
2013,2,5,Non-Berkeley,water,Non-taxed,1.049329589301823,
2013,2,5,Berkeley,milk,Non-taxed,2.705237692861754,
2013,2,5,Non-Berkeley,milk,Non-taxed,2.613898024945881,
2013,2,5,Non-Berkeley,milk,Non-taxed,2.53177155370029,
2013,2,5,Non-Berkeley,milk,Non-taxed,2.642631867222158,
2013,2,5,Berkeley,soda,Non-taxed,5.419268569140156,
2013,2,5,Berkeley,soda,Non-taxed,5.541761618445949,
2013,2,5,Non-Berkeley,soda,Non-taxed,5.388724763983672,
2013,2,5,Non-Berkeley,soda,Non-taxed,5.879505323806423,
2013,2,5,Non-Berkeley,soda,Non-taxed,5.358567475757987,
2013,2,5,Berkeley,soda,Taxed,9.928291465543566,
2013,2,5,Berkeley,soda,Taxed,9.802248172222422,
2013,2,5,Non-Berkeley,soda,Taxed,10.10280292776695,
2013,2,5,Non-Berkeley,soda,Taxed,9.272894349109391,
2013,2,5,Non-Berkeley,soda,Taxed,10.14218719530888,
2013,2,5,Berkeley,fruit drinks/flavored waters,Non-taxed,10.97540072248397,
2013,2,5,Berkeley,fruit drinks/flavored waters,Non-taxed,10.63365191966642,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.85066527768907,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.22128476579344,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.2812990918958,
2013,2,5,Berkeley,fruit drinks/flavored waters,Taxed,10.63435313118917,
2013,2,5,Berkeley,fruit drinks/flavored waters,Taxed,11.00797101809252,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.68932861270197,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.45957286923108,
2013,2,5,Non-Berkeley,fruit drinks/flavored waters,Taxed,10.09232754166922,
2013,2,5,Berkeley,milk substitutes,Non-taxed,9.425430697097591,
2013,2,5,Berkeley,milk substitutes,Non-taxed,9.644973239687783,
2013,2,5,Non-Berkeley,milk substitutes,Non-taxed,9.336630775716527,
2013,2,5,Non-Berkeley,milk substitutes,Non-taxed,9.352982459621241,
2013,2,5,Non-Berkeley,milk substitutes,Non-taxed,10.02041064617969,
2013,2,5,Berkeley,milk substitutes,Taxed,12.2145395488007,
2013,2,5,Berkeley,milk substitutes,Taxed,12.18400605128642,
2013,2,5,Non-Berkeley,milk substitutes,Taxed,12.6583623653969,
2013,2,5,Non-Berkeley,milk substitutes,Taxed,16.0187835646757,
2013,2,5,Non-Berkeley,milk substitutes,Taxed,13.19482957314231,
2013,2,5,Berkeley,water,Non-taxed,2.772622642412273,
2013,2,5,Berkeley,water,Non-taxed,2.908434654873274,
2013,2,5,Non-Berkeley,water,Non-taxed,2.288255246705862,
2013,2,5,Non-Berkeley,water,Non-taxed,2.05869319062669,
2013,2,5,Non-Berkeley,water,Non-taxed,2.726009090113604,
2013,2,5,Berkeley,milk,Non-taxed,5.572615967274409,
2013,2,5,Berkeley,milk,Non-taxed,5.83719324346177,
2013,2,5,Non-Berkeley,milk,Non-taxed,5.542632992205356,
2013,2,5,Non-Berkeley,milk,Non-taxed,5.357971520557872,
2013,2,5,Non-Berkeley,milk,Non-taxed,5.465520431571169,
2013,2,6,Berkeley,soda,Non-taxed,4.650048455843177,
2013,2,6,Non-Berkeley,soda,Non-taxed,4.833099351146078,
2013,2,6,Non-Berkeley,soda,Non-taxed,4.38771559921832,
2013,2,6,Non-Berkeley,soda,Non-taxed,4.371303962718676,
2013,2,6,Berkeley,soda,Taxed,5.204468096280828,
2013,2,6,Non-Berkeley,soda,Taxed,4.143280070010923,
2013,2,6,Non-Berkeley,soda,Taxed,4.775413527223741,
2013,2,6,Non-Berkeley,soda,Taxed,4.117536202529549,
2013,2,6,Berkeley,fruit drinks/flavored waters,Non-taxed,3.946632542077993,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.591019674527994,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.060995656234265,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,3.483854754513157,
2013,2,6,Berkeley,fruit drinks/flavored waters,Taxed,3.425263267456162,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.174758431360473,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.412274526247362,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Taxed,3.282002735326512,
2013,2,6,Berkeley,milk substitutes,Non-taxed,5.370855535589341,
2013,2,6,Non-Berkeley,milk substitutes,Non-taxed,4.715756704695796,
2013,2,6,Non-Berkeley,milk substitutes,Non-taxed,5.833422161871302,
2013,2,6,Non-Berkeley,milk substitutes,Non-taxed,5.261790405851936,
2013,2,6,Berkeley,milk substitutes,Taxed,3.805104357939477,
2013,2,6,Non-Berkeley,milk substitutes,Taxed,4.140582053579316,
2013,2,6,Non-Berkeley,milk substitutes,Taxed,4.320133406755112,
2013,2,6,Non-Berkeley,milk substitutes,Taxed,4.38738884335373,
2013,2,6,Berkeley,water,Non-taxed,.812009456599324,
2013,2,6,Non-Berkeley,water,Non-taxed,.8027488237892058,
2013,2,6,Non-Berkeley,water,Non-taxed,.946177527306542,
2013,2,6,Non-Berkeley,water,Non-taxed,.8568548722823054,
2013,2,6,Berkeley,milk,Non-taxed,2.72199164276256,
2013,2,6,Non-Berkeley,milk,Non-taxed,2.674618650889868,
2013,2,6,Non-Berkeley,milk,Non-taxed,2.572194918909464,
2013,2,6,Non-Berkeley,milk,Non-taxed,2.618537852651276,
2013,2,6,Berkeley,soda,Non-taxed,5.226758070114789,
2013,2,6,Berkeley,soda,Non-taxed,5.472671750445296,
2013,2,6,Non-Berkeley,soda,Non-taxed,5.451421241873589,
2013,2,6,Non-Berkeley,soda,Non-taxed,5.78412242429277,
2013,2,6,Non-Berkeley,soda,Non-taxed,5.208075729934399,
2013,2,6,Berkeley,soda,Taxed,10.75762652435164,
2013,2,6,Berkeley,soda,Taxed,10.42403203565676,
2013,2,6,Non-Berkeley,soda,Taxed,10.28169941621865,
2013,2,6,Non-Berkeley,soda,Taxed,9.465814078586039,
2013,2,6,Non-Berkeley,soda,Taxed,10.54031167207982,
2013,2,6,Berkeley,fruit drinks/flavored waters,Non-taxed,11.49926479591597,
2013,2,6,Berkeley,fruit drinks/flavored waters,Non-taxed,11.09963118733107,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.41773678381865,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,10.5952964480499,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Non-taxed,11.54177717146427,
2013,2,6,Berkeley,fruit drinks/flavored waters,Taxed,9.163133116083481,
2013,2,6,Berkeley,fruit drinks/flavored waters,Taxed,9.704763877027087,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Taxed,9.442292966621686,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Taxed,8.419602129917646,
2013,2,6,Non-Berkeley,fruit drinks/flavored waters,Taxed,8.75844343534596,
2013,2,6,Berkeley,milk substitutes,Non-taxed,9.400224316727488,
